iter	RMSE
377	3286.153298
378	3282.106922
379	3278.385387
380	3276.241322
381	3272.41412
382	3267.392871
383	3266.391307
384	3262.078433
385	3261.236064
386	3257.427523
387	3253.747903
388	3252.628266
389	3251.333668
390	3247.170488
391	3245.417345
392	3243.902158
393	3239.787436
394	3236.429864
395	3234.567206
396	3230.871499
397	3226.916553
398	3222.099386
399	3220.420466
400	3219.213114
401	3218.592489
402	3216.998189
403	3216.52355
404	3213.968462
405	3213.178477
406	3208.476831
407	3203.674238
408	3203.051554
409	3200.312055
410	3199.711977
411	3195.418755
412	3191.832865
413	3190.428536
414	3188.027237
415	3187.456647
416	3184.931349
417	3183.759237
418	3178.76618
419	3176.927791
420	3173.555551
421	3169.387516
422	3166.232858
423	3163.054096
424	3159.050408
425	3156.715159
426	3153.424619
427	3149.792031
428	3148.812866
429	3146.788003
430	3143.557858
431	3142.997579
432	3140.84228
433	3137.258013
434	3135.939195
435	3132.080255
436	3127.089393
437	3125.545699
438	3123.2841
439	3121.191268
440	3119.648078
441	3116.944667
442	3115.676175
443	3111.291972
444	3109.256997
445	3108.685985
446	3105.545106
447	3104.319803
448	3103.288324
449	3102.276192
450	3099.212153
451	3095.698726
452	3092.850968
453	3089.81331
454	3087.19551
455	3084.350659
456	3078.400191
457	3075.972851
458	3072.748244
459	3071.538032
460	3070.116491
461	3066.935945
462	3062.19462
463	3060.730328
464	3058.635717
465	3055.082182
466	3052.75163
467	3051.743339
468	3050.414799
469	3046.87137
470	3045.517761
471	3042.528677
472	3041.169327
473	3037.856565
474	3036.836434
475	3034.00266
476	3030.571725
477	3029.84788
478	3026.935589
479	3023.820067
480	3019.856898
481	3016.687419
482	3015.34611
483	3012.84683
484	3009.732885
485	3007.19752
486	3006.653265
487	3004.265454
488	3003.156788
489	3000.754008
490	2999.404417
491	2995.115111
492	2993.901239
493	2991.654689
494	2988.373965
495	2985.485125
496	2983.753344
497	2980.60371
498	2979.348538
499	2975.428256
500	2972.378954
501	2970.752661
502	2969.340668
503	2966.331448
504	2963.286581
505	2962.597379
506	2959.326344
507	2955.836155
508	2954.250922
509	2952.518646
510	2950.884561
511	2947.139969
512	2945.566808
513	2942.73183
514	2939.818041
515	2935.553328
516	2932.495191
517	2931.203921
518	2930.754088
519	2929.303669
520	2928.028335
521	2925.421619
522	2921.368949
523	2919.574241
524	2916.872222
525	2916.134066
526	2914.840614
527	2912.526355
528	2908.993195
529	2906.872124
530	2905.799112
531	2902.019389
532	2900.864395
533	2898.413037
534	2897.212598
535	2894.288275
536	2893.817482
537	2890.732334
538	2888.931725
539	2886.552217
540	2883.309594
541	2879.246777
542	2877.137606
543	2873.23529
544	2869.699515
545	2868.463428
546	2866.430597
547	2865.375255
548	2861.82519
549	2860.953932
550	2860.361409
551	2858.090646
552	2854.561371
553	2851.435035
554	2848.101458
555	2846.171898
556	2844.505982
557	2843.656031
558	2841.004383
559	2839.544191
560	2837.802738
561	2833.733448
562	2832.215303
563	2831.48004
564	2830.481691
565	2828.07943
566	2824.164745
567	2822.944717
568	2821.202062
569	2818.63582
570	2817.175446
571	2815.75094
572	2814.320348
573	2812.015439
574	2811.094318
575	2808.481332
576	2806.29517
577	2803.810468
578	2802.425229
579	2799.231311
580	2796.972286
581	2795.494318
582	2792.381255
583	2788.69568
584	2786.517798
585	2786.041945
586	2782.290841
587	2780.410164
588	2779.891058
589	2776.079104
590	2774.218983
591	2773.902841
592	2771.47721
593	2770.537997
594	2767.830069
595	2766.853998
596	2765.485726
597	2762.804663
598	2760.843742
599	2757.41701
600	2756.441066
601	2755.537899
602	2753.06956
603	2749.356754
604	2747.146336
605	2744.768178
606	2742.053527
607	2739.076446
608	2738.073856
609	2735.330159
610	2734.385866
611	2732.196894
612	2731.25601
613	2729.828932
614	2728.84647
615	2726.538799
616	2723.606084
617	2722.706275
618	2718.10605
619	2715.506578
620	2714.056814
621	2712.758904
622	2712.261482
623	2711.117256
624	2710.089136
625	2708.253586
626	2704.819886
627	2700.653677
628	2698.435695
629	2697.660436
630	2696.740492
631	2695.23447
632	2692.997077
633	2691.706417
634	2689.158015
635	2687.09705
636	2685.134787
637	2684.193561
638	2681.021862
639	2678.698672
640	2676.463653
641	2675.077653
642	2672.975445
643	2671.265446
644	2669.030233
645	2665.653757
646	2662.55411
647	2660.94848
648	2659.822112
649	2657.498834
650	2655.210495
651	2652.539294
652	2650.925193
653	2649.244286
654	2647.493453
655	2644.386136
656	2642.780108
657	2642.302311
658	2640.053789
659	2637.780294
660	2635.60533
661	2633.57022
662	2632.329356
663	2631.210024
664	2628.957795
665	2625.679859
666	2624.490688
667	2619.485196
668	2616.963734
669	2615.911373
670	2613.791568
671	2611.263654
672	2608.196312
673	2605.930959
674	2602.402217
675	2601.226651
676	2598.707721
677	2596.33271
678	2595.787548
679	2594.097873
680	2592.491169
681	2590.217895
682	2588.03654
683	2585.906807
684	2583.994758
685	2582.86295
686	2579.834444
687	2577.685267
688	2575.808296
689	2572.891412
690	2570.590464
691	2568.337942
692	2566.274554
693	2563.729054
694	2562.081847
695	2559.750496
696	2557.991971
697	2557.318476
698	2555.648894
699	2552.657489
700	2551.567144
701	2550.427402
702	2548.963233
703	2547.797804
704	2545.692883
705	2542.277364
706	2539.990582
707	2537.938339
708	2535.068949
709	2532.580328
710	2530.642701
711	2528.995252
712	2527.520032
713	2524.066158
714	2521.815684
715	2520.227572
716	2518.170274
717	2514.877615
718	2510.552281
719	2508.344172
720	2507.313127
721	2505.13901
722	2503.375819
723	2502.627358
724	2501.733186
725	2498.347726
726	2495.300538
727	2493.750152
728	2490.907564
729	2490.246829
730	2485.587647
731	2484.804037
732	2482.515863
733	2480.47032
734	2478.953332
735	2477.927506
736	2476.120171
737	2474.570149
738	2473.508605
739	2472.096791
740	2469.18971
741	2467.066809
742	2465.034806
743	2463.204842
744	2461.841058
745	2459.187979
746	2457.599928
747	2456.491769
748	2455.801969
749	2451.775662
750	2449.798068
751	2449.039034
752	2445.916112
753	2444.62518
754	2442.647681
755	2440.932238
756	2439.128457
757	2436.391863
758	2433.300531
759	2430.524645
760	2427.938248
761	2426.07382
762	2423.870317
763	2422.439753
764	2420.232722
765	2418.065571
766	2416.711973
767	2415.794358
768	2415.023697
769	2412.867931
770	2410.064282
771	2408.315356
772	2406.930559
773	2406.153035
774	2402.058867
775	2399.396254
776	2399.058568
777	2397.9106
778	2396.897729
779	2395.460368
780	2394.730365
781	2394.306254
782	2391.722344
783	2389.824346
784	2388.701398
785	2386.849596
786	2386.049789
787	2384.34841
788	2382.406699
789	2380.208837
790	2378.539803
791	2376.71224
792	2374.336062
793	2370.664451
794	2368.126979
795	2366.458808
796	2366.074407
797	2364.258336
798	2362.542742
799	2358.654549
800	2358.096785
801	2356.540246
802	2354.055433
803	2351.378919
804	2348.587714
805	2347.210016
806	2345.304819
807	2342.648726
808	2341.047907
809	2340.102922
810	2336.744068
811	2335.681391
812	2333.623537
813	2332.721756
814	2331.637986
815	2330.008736
816	2328.982218
817	2328.653573
818	2326.991067
819	2325.315353
820	2323.844061
821	2322.549967
822	2320.551943
823	2319.287001
824	2317.231781
825	2315.811448
826	2314.505986
827	2313.13065
828	2311.62141
829	2310.023505
830	2309.109258
831	2308.219402
832	2306.285474
833	2303.918313
834	2300.605412
835	2298.332129
836	2296.842556
837	2295.532945
838	2294.970502
839	2293.201642
840	2289.963268
841	2288.937936
842	2287.642194
843	2284.858745
844	2284.292799
845	2283.516339
846	2283.122525
847	2279.855264
848	2275.953806
849	2274.055131
850	2270.274643
851	2269.19793
852	2266.694442
853	2265.275824
854	2262.685615
855	2261.197955
856	2259.091852
857	2258.3442
858	2257.2404
859	2256.971436
860	2255.579304
861	2254.08979
862	2252.764955
863	2251.983756
864	2249.45566
865	2245.847918
866	2245.278699
867	2244.550856
868	2242.130119
869	2240.6403
870	2239.353535
871	2238.505128
872	2236.322377
873	2234.857304
874	2231.379587
875	2227.98784
876	2227.533452
877	2226.175868
878	2223.63971
879	2221.283117
880	2219.909929
881	2217.946863
882	2216.76577
883	2215.360784
884	2212.639579
885	2211.379536
886	2209.176875
887	2208.115809
888	2206.450106
889	2204.962478
890	2204.408764
891	2202.885997
892	2201.250221
893	2199.33101
894	2198.373394
895	2195.475582
896	2194.138788
897	2192.987256
898	2189.677869
899	2188.52813
900	2186.847223
901	2185.826483
902	2184.542731
903	2181.639794
904	2180.009384
905	2177.944661
906	2176.628068
907	2175.383461
908	2173.863341
909	2171.049929
910	2168.563057
911	2166.054635
912	2164.979597
913	2162.774742
914	2160.849106
915	2159.256428
916	2158.381454
917	2155.009675
918	2152.975865
919	2150.151388
920	2149.646447
921	2147.220379
922	2145.950813
923	2143.767079
924	2142.034388
925	2140.82017
926	2139.499056
927	2138.239534
928	2136.483072
929	2134.027618
930	2132.217251
931	2131.83405
932	2129.992931
933	2128.8709
934	2128.001622
935	2127.334406
936	2125.352976
937	2124.408514
938	2124.08419
939	2123.046013
940	2122.868176
941	2121.508374
942	2120.780097
943	2118.45188
944	2116.903884
945	2115.727435
946	2115.018714
947	2114.750746
948	2114.482367
949	2113.281207
950	2111.257758
951	2107.930204
952	2106.900539
953	2104.414068
954	2103.233252
955	2102.080303
956	2099.561144
957	2097.717711
958	2096.920784
959	2094.975394
960	2093.838619
961	2092.252448
962	2090.464041
963	2089.320959
964	2087.611433
965	2086.411606
966	2085.006716
967	2083.253925
968	2081.91627
969	2079.68621
970	2078.261618
971	2078.006239
972	2077.311005
973	2074.746923
974	2073.379892
975	2071.134058
976	2070.178561
977	2067.687846
978	2066.453063
979	2064.901523
980	2062.894611
981	2061.753339
982	2060.557548
983	2059.213388
984	2059.026469
985	2057.260745
986	2056.184771
987	2054.525106
988	2053.829703
989	2053.004784
990	2051.668786
991	2050.615628
992	2049.730826
993	2048.790218
994	2047.010321
995	2044.801974
996	2042.465877
997	2040.153223
998	2038.602908
999	2036.825494
